MAKE,MODEL,MODEL_YR,BLIND_SPOT_DETECTION,FRNT_COLLISION_WARNING,LANE_DEPARTURE_WARNING
MAZDA,CX-70 PHEV,2025,Standard,Standard,Standard
MAZDA,CX-90,2025,Standard,Standard,Standard
MAZDA,CX-90 PHEV,2025,Standard,Standard,Standard
MAZDA,MAZDA3 HATCHBACK,2025,Standard,Standard,Standard
MAZDA,MAZDA3 HATCHBACK,2025,Standard,Standard,Standard
MAZDA,MAZDA3 SEDAN,2025,Standard,Standard,Standard
MAZDA,MAZDA3 SEDAN,2025,Standard,Standard,Standard
MAZDA,MX-5,2025,Standard,Standard,Standard
MERCEDES-BENZ,MERCEDES-BENZ ESPRINTER (HO),2025,Optional,Standard,Optional
MERCEDES-BENZ,MERCEDES-BENZ ESPRINTER (SO),2025,Optional,Standard,Optional
MERCEDES-BENZ,SPRINTER 2500 CARGO VAN (LWB),2025,Optional,Standard,Optional
MERCEDES-BENZ,SPRINTER 2500 CARGO VAN (LWB),2025,Optional,Standard,Optional
MERCEDES-BENZ,SPRINTER 2500 CARGO VAN (SWB),2025,Optional,Standard,Optional
MERCEDES-BENZ,SPRINTER 2500 CARGO VAN (SWB),2025,Optional,Standard,Optional
MERCEDES-BENZ,SPRINTER 2500 CREW VAN (LWB),2025,Optional,Standard,Optional
MERCEDES-BENZ,SPRINTER 2500 CREW VAN (LWB),2025,Optional,Standard,Optional
MERCEDES-BENZ,SPRINTER 2500 CREW VAN (SWB),2025,Optional,Standard,Optional
MERCEDES-BENZ,SPRINTER 2500 CREW VAN (SWB),2025,Optional,Standard,Optional
MERCEDES-BENZ,SPRINTER 2500 PASSENGER VAN (12-PASSENGER),2025,Optional,Standard,Optional
MERCEDES-BENZ,SPRINTER 2500 PASSENGER VAN (12-PASSENGER),2025,Optional,Standard,Optional
MERCEDES-BENZ,SPRINTER 2500 PASSENGER VAN (15-PASSENGER),2025,Optional,Standard,Optional
MERCEDES-BENZ,SPRINTER 3500 CARGO VAN,2025,Optional,Standard,Optional
MINI,CONVERTIBLE,2025, ,,
MINI,COUNTRYMAN SE,2025, ,,
MINI,HARDTOP 4DR,2025, ,,
MITSUBISHI,ECLIPSE CROSS,2025,Optional,Standard,Optional
MITSUBISHI,OUTLANDER,2025,Standard,Standard,Standard
MITSUBISHI,OUTLANDER,2025,Standard,Standard,Standard
MITSUBISHI,OUTLANDER PHEV,2025,Standard,Standard,Standard
MITSUBISHI,OUTLANDER SPORT,2025,Optional,Standard,Standard
NISSAN,ALTIMA,2025,Standard,Standard,Standard
NISSAN,ALTIMA,2025,Standard,Standard,Standard
NISSAN,ARIYA,2025,Standard,Standard,Standard
NISSAN,ARIYA,2025,Standard,Standard,Standard
NISSAN,ARMADA,2025,Standard,Standard,Standard
NISSAN,ARMADA,2025,Standard,Standard,Standard
NISSAN,FRONTIER CREW CAB,2025,Standard,Standard,Standard
NISSAN,FRONTIER CREW CAB,2025,Standard,Standard,Standard
NISSAN,FRONTIER KING CAB,2025,Standard,Standard,Standard
NISSAN,FRONTIER KING CAB,2025,Standard,Standard,Standard
NISSAN,KICKS,2025,Standard,Standard,Standard
NISSAN,KICKS,2025,Standard,Standard,Standard
NISSAN,KICKS PLAY,2025,Standard,Standard,Standard
NISSAN,LEAF (40 KWH BATTERY),2025,Standard,Standard,Standard
NISSAN,LEAF PLUS (60 KWH BATTERY),2025,Standard,Standard,Standard
NISSAN,MURANO,2025,Standard,Standard,Standard
NISSAN,MURANO,2025,Standard,Standard,Standard
NISSAN,PATHFINDER,2025,Standard,Standard,Standard
NISSAN,PATHFINDER,2025,Standard,Standard,Standard
NISSAN,ROGUE,2025,Standard,Standard,Standard
NISSAN,ROGUE,2025,Standard,Standard,Standard
NISSAN,SENTRA,2025,Standard,Standard,Standard
NISSAN,VERSA,2025,Optional,Standard,Standard
NISSAN,Z,2025,Standard,Standard,Standard
POLESTAR,POLESTAR 2,2025,Standard,Standard,Standard
POLESTAR,POLESTAR 2,2025,Standard,Standard,Standard
POLESTAR,POLESTAR 3,2025,Standard,Standard,Standard
PORSCHE,982 718 BOXSTER,2025,Optional,Not Available,Not Available
PORSCHE,982 718 BOXSTER GTS 4.0,2025,Optional,Not Available,Not Available
PORSCHE,982 718 BOXSTER S,2025,Optional,Not Available,Not Available
PORSCHE,982 718 BOXSTER STYLE EDITION,2025,Optional,Not Available,Not Available
PORSCHE,982 718 CAYMAN,2025,Optional,Not Available,Not Available
PORSCHE,982 718 CAYMAN GTS 4.0,2025,Optional,Not Available,Not Available
PORSCHE,982 718 CAYMAN S,2025,Optional,Not Available,Not Available
PORSCHE,982 718 CAYMAN STYLE EDITION,2025,Optional,Not Available,Not Available
PORSCHE,982 718 GT4 RS,2025,Not Available,Not Available,Not Available
PORSCHE,982 718 SPYDER RS,2025,Not Available,Not Available,Not Available
PORSCHE,"992 911 ""50 YEARS"" TURBO",2025,Standard,Standard,Optional
PORSCHE,992 911 GT3 RS,2025,Not Available,Standard,Not Available
PORSCHE,992 911 TURBO,2025,Optional,Standard,Optional
PORSCHE,992 911 TURBO CABRIOLET,2025,Optional,Standard,Optional
PORSCHE,992 911 TURBO S,2025,Optional,Standard,Optional
PORSCHE,992 911 TURBO S CABRIOLET,2025,Optional,Standard,Optional
PORSCHE,992.2 911 CARRERA,2025,Standard,Standard,Standard
PORSCHE,992.2 911 CARRERA 4 GTS,2025,Standard,Standard,Standard
PORSCHE,992.2 911 CARRERA 4 GTS CABRIOLET,2025,Standard,Standard,Standard
PORSCHE,992.2 911 CARRERA CABRIOLET,2025,Standard,Standard,Standard
PORSCHE,992.2 911 CARRERA GTS,2025,Standard,Standard,Standard
PORSCHE,992.2 911 CARRERA GTS CABRIOLET,2025,Standard,Standard,Standard
PORSCHE,992.2 911 CARRERA S,2025,Standard,Standard,Standard
PORSCHE,992.2 911 CARRERA S CABRIOLET,2025,Standard,Standard,Standard
PORSCHE,992.2 911 CARRERA T,2025,Standard,Standard,Standard
PORSCHE,992.2 911 CARRERA T CABRIOLET,2025,Standard,Standard,Standard
PORSCHE,992.2 911 GT3,2025,Not Available,Standard,Standard
PORSCHE,992.2 911 GT3 TOURING,2025,Not Available,Standard,Standard
PORSCHE,E3.2 CAYENNE,2025,Standard,Standard,Standard
PORSCHE,E3.2 CAYENNE COUPE,2025,Standard,Standard,Standard
PORSCHE,E3.2 CAYENNE E-HYBRID,2025,Standard,Standard,Standard
PORSCHE,E3.2 CAYENNE E-HYBRID COUPE,2025,Standard,Standard,Standard
PORSCHE,E3.2 CAYENNE GTS,2025,Standard,Standard,Standard
PORSCHE,E3.2 CAYENNE GTS COUPE,2025,Standard,Standard,Standard
PORSCHE,E3.2 CAYENNE S,2025,Standard,Standard,Standard
PORSCHE,E3.2 CAYENNE S COUPE,2025,Standard,Standard,Standard
PORSCHE,E3.2 CAYENNE S E-HYBRID,2025,Standard,Standard,Standard
PORSCHE,E3.2 CAYENNE S E-HYBRID COUPE,2025,Standard,Standard,Standard
PORSCHE,E3.2 CAYENNE TURBO E-HYBRID,2025,Standard,Standard,Standard
PORSCHE,E3.2 CAYENNE TURBO E-HYBRID COUPE,2025,Standard,Standard,Standard
PORSCHE,E3.2 CAYENNE TURBO GT COUPE,2025,Standard,Standard,Standard
PORSCHE,G3 PANAMERA,2025,Standard,Standard,Standard
PORSCHE,G3 PANAMERA 4,2025,Standard,Standard,Standard
PORSCHE,G3 PANAMERA 4 E-HYBRID,2025,Standard,Standard,Standard
PORSCHE,G3 PANAMERA 4S E-HYBRID,2025,Standard,Standard,Standard
PORSCHE,G3 PANAMERA GTS,2025,Standard,Standard,Standard
PORSCHE,G3 PANAMERA TURBO E-HYBRID,2025,Standard,Standard,Standard
PORSCHE,G3 PANAMERA TURBO S E-HYBRID,2025,Standard,Standard,Standard
PORSCHE,H1.3 MACAN,2025,Optional,Optional,Optional
PORSCHE,H1.3 MACAN GTS,2025,Optional,Optional,Optional
PORSCHE,H1.3 MACAN S,2025,Optional,Optional,Optional
PORSCHE,H1.3 MACAN T,2025,Optional,Optional,Optional
PORSCHE,H2 MACAN,2025,Standard,Standard,Standard
PORSCHE,H2 MACAN 4,2025,Standard,Standard,Standard
PORSCHE,H2 MACAN 4S,2025,Standard,Standard,Standard
PORSCHE,H2 MACAN TURBO,2025,Standard,Standard,Standard
PORSCHE,J1.2 TAYCAN,2025,Standard,Standard,Standard
PORSCHE,J1.2 TAYCAN 4,2025,Standard,Standard,Standard
PORSCHE,J1.2 TAYCAN 4 CROSS TURISMO,2025,Standard,Standard,Standard
PORSCHE,J1.2 TAYCAN 4S,2025,Standard,Standard,Standard
PORSCHE,J1.2 TAYCAN 4S CROSS TURISMO,2025,Standard,Standard,Standard
PORSCHE,J1.2 TAYCAN GTS,2025,Standard,Standard,Standard
PORSCHE,J1.2 TAYCAN GTS SPORT TURISMO,2025,Standard,Standard,Standard
PORSCHE,J1.2 TAYCAN TURBO,2025,Standard,Standard,Standard
PORSCHE,J1.2 TAYCAN TURBO CROSS TURISMO,2025,Standard,Standard,Standard
PORSCHE,J1.2 TAYCAN TURBO GT,2025,Standard,Standard,Standard
PORSCHE,J1.2 TAYCAN TURBO GT WEISSACH PAKET,2025,Not Available,Standard,Standard
PORSCHE,J1.2 TAYCAN TURBO S,2025,Standard,Standard,Standard
PORSCHE,J1.2 TAYCAN TURBO S CROSS TURISMO,2025,Standard,Standard,Standard
RAM,PROMASTER,2025,Optional,Standard,Optional
RAM,PROMASTER BEV,2025,Optional,Standard,Optional
RAM,RAM 1500 CREW CAB,2025,Standard,Standard,Standard
RAM,RAM 1500 CREW CAB,2025,Standard,Standard,Standard
RAM,RAM 1500 CREW CAB RHO,2025,Standard,,Standard
RAM,RAM 1500 QUAD CAB,2025,Standard,Standard,Standard
RAM,RAM 1500 QUAD CAB,2025,Standard,Standard,Standard
RAM,RAM 2500 CREW CAB,2025,Optional,Standard,Optional
RAM,RAM 2500 CREW CAB,2025,Optional,Standard,Optional
RAM,RAM 2500 MEGA CAB,2025,Optional,Standard,Optional
RAM,RAM 2500 REGULAR CAB,2025,Optional,Standard,Optional
RAM,RAM 2500 REGULAR CAB,2025,Optional,Standard,Optional
RIVIAN,EDV 500,2025,Standard,Standard,Standard
RIVIAN,EDV 700,2025,Standard,Standard,Standard
RIVIAN,R1S,2025,Standard,Standard,Standard
RIVIAN,R1T,2025,Standard,Standard,Standard
RIVIAN,RCV-DELIVERY 500,2025,Standard,Standard,Standard
RIVIAN,RCV-DELIVERY 700,2025,Standard,Standard,Standard
SUBARU,ASCENT,2025,Standard,Standard,Standard
SUBARU,BRZ,2025,Optional,Standard,Standard
SUBARU,CROSSTREK,2025,Optional,Standard,Standard
SUBARU,CROSSTREK WILDERNESS,2025,Standard,Standard,Standard
SUBARU,FORESTER,2025,Optional,Standard,Standard
SUBARU,FORESTER HYBRID,2025,Standard,Standard,Standard
SUBARU,FORESTER WILDERNESS,2025,Standard,Standard,Standard
SUBARU,IMPREZA,2025,Optional,Standard,Standard
SUBARU,LEGACY,2025,Optional,Standard,Standard
SUBARU,OUTBACK,2025,Optional,Standard,Standard
SUBARU,OUTBACK WILDERNESS,2025,Standard,Standard,Standard
SUBARU,SOLTERRA,2025,Standard,Standard,Standard
SUBARU,WRX,2025,Optional,Standard,Standard
TESLA,CYBERTRUCK (ALL VARIANTS),2025,Standard,Standard,Standard
TESLA,MODEL 3 (ALL VARIANTS),2025,Standard,Standard,Standard
TESLA,MODEL 3 (ALL VARIANTS),2025,Standard,Standard,Standard
TESLA,MODEL S (ALL VARIANTS),2025,Standard,Standard,Standard
TESLA,MODEL X (ALL VARIANTS),2025,Standard,Standard,Standard
TESLA,MODEL Y,2025,Standard,Standard,Standard
TESLA,MODEL Y,2025,Standard,Standard,Standard
TOYOTA,4RUNNER,2025,Standard,Standard,Standard
TOYOTA,4RUNNER,2025,Standard,Standard,Standard
TOYOTA,4RUNNER,2025,Standard,Standard,Standard
TOYOTA,4RUNNER HYBRID,2025,Standard,Standard,Standard
TOYOTA,4RUNNER HYBRID,2025,Standard,Standard,Standard
TOYOTA,4RUNNER HYBRID,2025,Standard,Standard,Standard
TOYOTA,BZ4X,2025,Standard,Standard,Standard
TOYOTA,BZ4X,2025,Standard,Standard,Standard
TOYOTA,CAMRY HYBRID,2025,Standard,Standard,Standard
TOYOTA,CAMRY HYBRID,2025,Standard,Standard,Standard
TOYOTA,COROLLA,2025,Optional,Standard,Standard
TOYOTA,COROLLA CROSS,2025,Optional,Standard,Standard
TOYOTA,COROLLA CROSS,2025,Optional,Standard,Standard
TOYOTA,COROLLA CROSS HYBRID,2025,Optional,Standard,Standard
TOYOTA,COROLLA HATCHBACK,2025,Optional,Standard,Standard
TOYOTA,COROLLA HYBRID,2025,Optional,Standard,Standard
TOYOTA,COROLLA HYBRID,2025,Optional,Standard,Standard
TOYOTA,CROWN HYBRID,2025,Standard,Standard,Standard
TOYOTA,CROWN SIGNIA HYBRID,2025,Standard,Standard,Standard
TOYOTA,GR COROLLA,2025,Standard,Standard,Standard
TOYOTA,GR SUPRA,2025, ,,
TOYOTA,GR86,2025,Optional,Standard,Standard
TOYOTA,GRAND HIGHLANDER,2025,Standard,Standard,Standard
TOYOTA,GRAND HIGHLANDER,2025,Standard,Standard,Standard
TOYOTA,GRAND HIGHLANDER HYBRID,2025,Standard,Standard,Standard
TOYOTA,GRAND HIGHLANDER HYBRID,2025,Standard,Standard,Standard
TOYOTA,HIGHLANDER,2025,Optional,Standard,Standard
TOYOTA,HIGHLANDER,2025,Optional,Standard,Standard
TOYOTA,HIGHLANDER HYBRID,2025,Standard,Standard,Standard
TOYOTA,LAND CRUISER,2025,Standard,Standard,Standard
TOYOTA,MIRAI,2025,Standard,Standard,Standard
TOYOTA,PRIUS,2025,Standard,Standard,Standard
TOYOTA,PRIUS,2025,Standard,Standard,Standard
TOYOTA,PRIUS PHEV,2025,Standard,Standard,Standard
TOYOTA,RAV4,2025,Optional,Standard,Standard
TOYOTA,RAV4,2025,Optional,Standard,Standard
TOYOTA,RAV4 HYBRID,2025,Optional,Standard,Standard
TOYOTA,RAV4 PHEV,2025,Standard,Standard,Standard
TOYOTA,SEQUOIA HYBRID,2025,Standard,Standard,Standard
TOYOTA,SEQUOIA HYBRID,2025,Standard,Standard,Standard
TOYOTA,SIENNA HYBRID,2025,Standard,Standard,Standard
TOYOTA,SIENNA HYBRID,2025,Standard,Standard,Standard
TOYOTA,TACOMA,2025,Optional,Standard,Standard
TOYOTA,TACOMA,2025,Optional,Standard,Standard
TOYOTA,TACOMA,2025,Optional,Standard,Standard
TOYOTA,TACOMA,2025,Optional,Standard,Standard
TOYOTA,TACOMA HYBRID,2025,Standard,Standard,Standard
TOYOTA,TUNDRA,2025,Optional,Standard,Standard
TOYOTA,TUNDRA,2025,Optional,Standard,Standard
TOYOTA,TUNDRA,2025,Optional,Standard,Standard
TOYOTA,TUNDRA,2025,Optional,Standard,Standard
TOYOTA,TUNDRA HYBRID,2025,Standard,Standard,Standard
TOYOTA,TUNDRA HYBRID,2025,Standard,Standard,Standard
VOLKSWAGEN,ATLAS,2025,Standard,Standard,Standard
VOLKSWAGEN,ATLAS,2025,Standard,Standard,Standard
VOLKSWAGEN,ATLAS CROSS SPORT,2025,Standard,Standard,Standard
VOLKSWAGEN,ATLAS CROSS SPORT,2025,Standard,Standard,Standard
VOLKSWAGEN,GOLF GTI,2025,Standard,Standard,Standard
VOLKSWAGEN,GOLF R,2025,Standard,Standard,Standard
VOLKSWAGEN,ID.4,2025,Standard,Standard,Standard
VOLKSWAGEN,ID.4,2025,Standard,Standard,Standard
VOLKSWAGEN,ID.7,2025,Standard,Standard,Standard
VOLKSWAGEN,ID.7,2025,Standard,Standard,Standard
VOLKSWAGEN,ID.BUZZ,2025,Standard,Standard,Standard
VOLKSWAGEN,ID.BUZZ,2025,Standard,Standard,Standard
VOLKSWAGEN,JETTA,2025,Standard,Standard,Standard
VOLKSWAGEN,JETTA GLI,2025,Standard,Standard,Standard
VOLKSWAGEN,TAOS,2025,Standard,Standard,Standard
VOLKSWAGEN,TAOS,2025,Standard,Standard,Standard
VOLKSWAGEN,TIGUAN,2025,Standard,Standard,Standard
VOLKSWAGEN,TIGUAN,2025,Standard,Standard,Standard
VOLVO,EC40,2025,Standard,Standard,Standard
VOLVO,EC40,2025,Standard,Standard,Standard
VOLVO,EX40,2025,Standard,Standard,Standard
VOLVO,EX40,2025,Standard,Standard,Standard
VOLVO,EX90,2025,Standard,Standard,Standard
VOLVO,S60 B5,2025,Standard,Standard,Standard
VOLVO,S60 B5,2025,Standard,Standard,Standard
VOLVO,S60 T8 PLUG-IN HYBRID,2025,Standard,Standard,Standard
VOLVO,S90 B6,2025,Standard,Standard,Standard
VOLVO,S90 T8 PLUG-IN HYBRID,2025,Standard,Standard,Standard
VOLVO,V60 CROSS COUNTRY B5,2025,Standard,Standard,Standard
VOLVO,V60 T8 POLESTAR ENGINEERED PLUG-IN HYBRID,2025,Standard,Standard,Standard
VOLVO,V90 CROSS COUNTRY B6,2025,Standard,Standard,Standard
VOLVO,XC40 B5,2025,Standard,Standard,Standard
VOLVO,XC60 B5,2025,Standard,Standard,Standard
VOLVO,XC60 T8 PLUG-IN HYBRID,2025,Standard,Standard,Standard
VOLVO,XC60 T8 POLESTAR ENGINEERED PLUG-IN HYBRID,2025,Standard,Standard,Standard
VOLVO,XC90 B5,2025,Standard,Standard,Standard
VOLVO,XC90 B6,2025,Standard,Standard,Standard
VOLVO,XC90 T8 PLUG-IN HYBRID,2025,Standard,Standard,Standard
ACURA,INTEGRA,2024,Standard,Standard,Standard
ACURA,INTEGRA TYPE-S,2024,Standard,Standard,Standard
ACURA,MDX,2024,Standard,Standard,Standard
ACURA,MDX,2024,Standard,Standard,Standard
ACURA,RDX,2024,Standard,Standard,Standard
ACURA,RDX,2024,Standard,Standard,Standard
ACURA,TLX,2024,Optional,Standard,Standard
ACURA,TLX,2024,Optional,Standard,Standard
ACURA,ZDX,2024,Standard,Standard,Standard
ACURA,ZDX,2024,Standard,Standard,Standard
ALFA,GIULIA,2024,Standard,Standard,Optional
ALFA,GIULIA,2024,Standard,Standard,Optional
ALFA,GIULIA QUADRIFOGLIO,2024,Standard,Standard,Optional
ALFA,STELVIO,2024,Standard,Standard,Optional
ALFA,STELVIO,2024,Standard,Standard,Optional
ALFA,STELVIO QUADRIFOGLIO,2024,Standard,Standard,Optional
ALFA,TONALE EAWD,2024,Standard,Standard,Standard
AUDI,A3,2024,Optional,Standard,Standard
AUDI,A3,2024,Optional,Standard,Standard
AUDI,A4,2024,Optional,Standard,Standard
AUDI,A4 ALLROAD,2024,Optional,Standard,Standard
AUDI,A5 CABRIOLET,2024,Optional,Standard,Standard
AUDI,A5 COUPE,2024,Optional,Standard,Standard
AUDI,A5 SPORTBACK,2024,Optional,Standard,Standard
AUDI,A6 ALLROAD,2024,Optional,Standard,Standard
AUDI,A6 SEDAN,2024,Optional,Standard,Standard
AUDI,A7,2024,Optional,Standard,Standard
AUDI,A8 LWB,2024,Optional,Standard,Standard
AUDI,E-TRON GT,2024,Standard,Standard,Standard
AUDI,Q3,2024,Standard,Standard,Standard
AUDI,Q4 E-TRON,2024,Standard,Standard,Standard
AUDI,Q4 E-TRON,2024,Standard,Standard,Standard
AUDI,Q4 SPORTBACK E-TRON,2024,Standard,Standard,Standard
AUDI,Q5,2024,Standard,Standard,Standard
AUDI,Q5 PHEV,2024,Standard,Standard,Standard
AUDI,Q5 SPORTBACK,2024,Standard,Standard,Standard
AUDI,Q7,2024,Standard,Standard,Standard
AUDI,Q8,2024,Standard,Standard,Standard
AUDI,Q8 E-TRON,2024,Standard,Standard,Standard
AUDI,Q8 SPORTBACK E-TRON,2024,Standard,Standard,Standard
AUDI,RS 3,2024,Optional,Standard,Standard
AUDI,RS 5 COUPE,2024,Optional,Standard,Standard
AUDI,RS 5 SPORTBACK,2024,Optional,Standard,Standard
AUDI,RS 6 AVANT,2024,Optional,Standard,Standard
AUDI,RS 7,2024,Optional,Standard,Standard
AUDI,RS E-TRON GT,2024,Standard,Standard,Standard
AUDI,RS Q8,2024,Standard,Standard,Standard
AUDI,S3,2024,Optional,Standard,Standard
AUDI,S4,2024,Optional,Standard,Standard
AUDI,S5 CABRIOLET,2024,Optional,Standard,Standard
AUDI,S5 COUPE,2024,Optional,Standard,Standard
AUDI,S5 SPORTBACK,2024,Optional,Standard,Standard
AUDI,S6 SEDAN,2024,Optional,Standard,Standard
AUDI,S7,2024,Optional,Standard,Standard
AUDI,S8 LWB,2024,Optional,Standard,Standard
AUDI,SQ5,2024,Standard,Standard,Standard
AUDI,SQ5 SPORTBACK,2024,Standard,Standard,Standard
AUDI,SQ7,2024,Standard,Standard,Standard
AUDI,SQ8,2024,Standard,Standard,Standard
AUDI,SQ8 E-TRON,2024,Standard,Standard,Standard
AUDI,SQ8 SPORTBACK E-TRON,2024,Standard,Standard,Standard
BENTLEY,BENTAYGA HYBRID,2024,Standard,Standard,Standard
BENTLEY,BENTAYGA V8,2024,Standard,Standard,Standard
BENTLEY,BENTAYGA V8 EWB,2024,Standard,Standard,Standard
BENTLEY,CONTINENTAL GT,2024,Standard,Standard,None
BENTLEY,CONTINENTAL GT CONVERTIBLE,2024,Standard,Standard,None
BENTLEY,CONTINENTAL GT SPEED,2024,Standard,Standard,None
BENTLEY,CONTINENTAL GT SPEED CONVERTIBLE,2024,Standard,Standard,None
BENTLEY,CONTINENTAL GT V8,2024,Standard,Standard,None
BENTLEY,CONTINENTAL GT V8 CONVERTIBLE,2024,Standard,Standard,None
BENTLEY,FLYING SPUR,2024,Standard,Standard,None
BENTLEY,FLYING SPUR HYBRID,2024,Standard,Standard,None
BENTLEY,FLYING SPUR V8,2024,Standard,Standard,None
BMW,2 SERIES COUPE,2024, ,,
BMW,2 SERIES COUPE,2024, ,,
BMW,2 SERIES GRAN COUPE,2024, ,,
BMW,2 SERIES GRAN COUPE,2024, ,,
BMW,3 SERIES HYBRID SEDAN,2024, ,,
BMW,3 SERIES HYBRID SEDAN,2024, ,,
BMW,3 SERIES SEDAN,2024, ,,
BMW,3 SERIES SEDAN,2024, ,,
BMW,4 SERIES CONVERTIBLE,2024, ,,
BMW,4 SERIES CONVERTIBLE,2024, ,,
BMW,4 SERIES COUPE,2024, ,,
BMW,4 SERIES COUPE,2024, ,,
BMW,4 SERIES GRAN COUPE,2024, ,,
BMW,4 SERIES GRAN COUPE,2024, ,,
BMW,7 SERIES SEDAN,2024, ,,
BMW,7 SERIES SEDAN,2024, ,,
BMW,8 SERIES CONVERTIBLE,2024, ,,
BMW,8 SERIES CONVERTIBLE,2024, ,,
BMW,8 SERIES COUPE,2024, ,,
BMW,8 SERIES COUPE,2024, ,,
BMW,8 SERIES GRAN COUPE,2024, ,,
BMW,8 SERIES GRAN COUPE,2024, ,,
BMW,ALPINA XB7,2024, ,,
BMW,I4 GRAN COUPE,2024, ,,
BMW,I4 GRAN COUPE,2024, ,,
BMW,I7 SEDAN,2024, ,,
BMW,I7 SEDAN,2024, ,,
BMW,IX,2024, ,,
BMW,M2 COUPE,2024, ,,
BMW,M3 SEDAN,2024, ,,
BMW,M3 SEDAN,2024, ,,
BMW,M4 CONVERTIBLE,2024, ,,
BMW,M4 CONVERTIBLE,2024, ,,
BMW,M4 COUPE,2024, ,,
BMW,M4 COUPE,2024, ,,
BMW,M8 CONVERTIBLE,2024, ,,
BMW,M8 COUPE,2024, ,,
BMW,M8 GRAN COUPE,2024, ,,
BMW,X1,2024, ,,
BMW,X3,2024, ,,
BMW,X3,2024, ,,
BMW,X3 M,2024, ,,
BMW,X4,2024, ,,
BMW,X4 M,2024, ,,
BMW,X5,2024, ,,
BMW,X5,2024, ,,
BMW,X5 HYBRID,2024, ,,
BMW,X5 M,2024, ,,
BMW,X6,2024, ,,
BMW,X6 M,2024, ,,
BMW,X7,2024, ,,
BMW,XM,2024, ,,
BMW,Z4,2024, ,,
BRIGHTDROP,ZEVO 400,2024,Standard,Standard,Standard
BRIGHTDROP,ZEVO 400,2024,Standard,Standard,Standard
BRIGHTDROP,ZEVO 600,2024,Standard,Standard,Standard
BRIGHTDROP,ZEVO 600,2024,Standard,Standard,Standard
BUICK,ENCLAVE,2024,Standard,Standard,Standard
BUICK,ENCLAVE,2024,Standard,Standard,Standard
BUICK,ENCORE GX,2024,Standard,Standard,Standard
BUICK,ENCORE GX,2024,Standard,Standard,Standard
BUICK,ENVISION,2024,Standard,Standard,Standard
BUICK,ENVISTA,2024,Optional,Standard,Standard
CADILLAC,CELESTIQ,2024,Standard,Standard,Standard
CADILLAC,CT4,2024,Standard,Standard,Standard
CADILLAC,CT4,2024,Standard,Standard,Standard
CADILLAC,CT4-V,2024,Standard,Standard,Standard
CADILLAC,CT4-V,2024,Standard,Standard,Standard
CADILLAC,CT4-V BLACKWING,2024,Standard,Standard,Standard
CADILLAC,CT5,2024,Standard,Standard,Standard
CADILLAC,CT5,2024,Standard,Standard,Standard
CADILLAC,CT5 WITH V6,2024,Standard,Standard,Standard
CADILLAC,CT5 WITH V6,2024,Standard,Standard,Standard
CADILLAC,CT5-V,2024,Standard,Standard,Standard
CADILLAC,CT5-V,2024,Standard,Standard,Standard
CADILLAC,CT5-V BLACKWING,2024,Standard,Standard,Standard
CADILLAC,ESCALADE,2024,Standard,Standard,Standard
CADILLAC,ESCALADE,2024,Standard,Standard,Standard
CADILLAC,ESCALADE ESV,2024,Standard,Standard,Standard
CADILLAC,ESCALADE ESV,2024,Standard,Standard,Standard
CADILLAC,LYRIQ,2024,Standard,Standard,Standard
CADILLAC,LYRIQ,2024,Standard,Standard,Standard
CADILLAC,XT4,2024,Standard,Standard,Standard
CADILLAC,XT4,2024,Standard,Standard,Standard
CADILLAC,XT5,2024,Optional,Standard,Standard
CADILLAC,XT5,2024,Optional,Standard,Standard
CADILLAC,XT6,2024,Standard,Standard,Standard
CADILLAC,XT6,2024,Standard,Standard,Standard
CHEVROLET,BLAZER,2024,Optional,Standard,Standard
CHEVROLET,BLAZER,2024,Optional,Standard,Standard
CHEVROLET,BLAZER EV,2024,Standard,Standard,Standard
CHEVROLET,BLAZER EV,2024,Standard,Standard,Standard
CHEVROLET,CAMARO LT1 WITH RECARO,2024,None,None,None
CHEVROLET,CAMARO LT1 WITH RECARO,2024,None,None,None
CHEVROLET,CAMARO LT1 WITHOUT RECARO,2024,None,None,None
CHEVROLET,CAMARO LT1 WITHOUT RECARO,2024,None,None,None
CHEVROLET,CAMARO SS WITH RECARO,2024,Optional,Optional,None
CHEVROLET,CAMARO SS WITH RECARO,2024,Optional,None,None
CHEVROLET,CAMARO SS WITHOUT RECARO,2024,Optional,Optional,None
CHEVROLET,CAMARO SS WITHOUT RECARO,2024,Optional,None,None
CHEVROLET,CAMARO WITH RECARO,2024,Optional,None,None
CHEVROLET,CAMARO WITH RECARO,2024,Optional,Optional,None
CHEVROLET,CAMARO WITHOUT RECARO,2024,Optional,Optional,None
CHEVROLET,CAMARO WITHOUT RECARO,2024,Optional,None,None
CHEVROLET,CAMARO ZL1 WITH RECARO,2024,Standard,None,None
